company_id,company_name,industry_sector,hq_country,hq_location,bid_type,annual_revenue,inquiry_volume
326,Alquería,Food & Beverage,Colombia,Cali,RFP,634396917,13
327,JSL Logística,Logistics & Transport,Brasil,Rio de Janeiro,Fleet Contract,1639310435,647
328,Bavaria,Food & Beverage,Colombia,Barranquilla,RFP,4212288494,356
329,Mercado Libre,E-commerce & Retail,Argentina,Rosário,Direct Negotiation,4246877280,394
330,Movida,Car Rental,Brasil,Rio de Janeiro,Quarterly Bid,1446089510,594
331,Ute,Energy & Utilities,Uruguay,Montevidéu,RFP,974902748,50
332,Frigorífico Concepción,Food & Beverage,Paraguai,Luque,Direct Negotiation,306715005,26
333,Grupo Nutresa,Food & Beverage,Colombia,Bogotá,Direct Negotiation,2258199867,10
334,CMPC,Industrial & Equipment,Chile,Antofagasta,Public Tender,4808896487,69
335,Bavaria,Food & Beverage,Colombia,Barranquilla,RFP,472655699,379
336,Ferreyros,Industrial & Equipment,Perú,Lima,Public Tender,3546324441,36
337,Falabella,E-commerce & Retail,Chile,Santiago,Online Reverse Auction,3988264795,49
338,Ferreyros,Industrial & Equipment,Perú,Chiclayo,Public Tender,4290768898,23
339,Mercado Libre,E-commerce & Retail,Argentina,La Plata,Spot Quote,2792481131,163
340,Ambev,Food & Beverage,Brasil,Fortaleza,RFP,4630857033,315
341,YPF,Energy & Utilities,Argentina,Rosário,Framework Agreement,2987301450,46
342,Enel Chile,Energy & Utilities,Chile,Santiago,RFP,1057935160,43
343,Cimportex,E-commerce & Retail,Paraguai,Luque,Online Reverse Auction,2253137700,48
344,Movida,Car Rental,Brasil,Brasília,Quarterly Bid,3316911704,757
345,YPF,Energy & Utilities,Argentina,Rosário,Framework Agreement,2776374329,40
346,Ambev,Food & Beverage,Brasil,Fortaleza,Direct Negotiation,1754110697,444
347,YPF,Energy & Utilities,Argentina,Rosário,RFP,1304200899,68
348,JSL Logística,Logistics & Transport,Brasil,Salvador,Fleet Contract,356775400,1118
349,Alquería,Food & Beverage,Colombia,Cartagena,Annual Framework,442185907,42
350,Mercado Libre,E-commerce & Retail,Argentina,Buenos Aires,Spot Quote,2567523534,186
351,CMPC,Industrial & Equipment,Chile,Antofagasta,Public Tender,2450832606,79
352,Frigorífico Concepción,Food & Beverage,Paraguai,Assunção,Annual Framework,2401460072,21
353,Transportes Cruz del Sur,Logistics & Transport,Perú,Chiclayo,Fleet Contract,2350190467,45
354,Transportes Cruz del Sur,Logistics & Transport,Perú,Lima,Spot Quote,503185538,10
355,Servientrega,Logistics & Transport,Colombia,Barranquilla,Spot Quote,1779741160,203
356,Ransa,Logistics & Transport,Perú,Arequipa,RFP,638765222,206
357,Alicorp,Food & Beverage,Perú,Lima,Annual Framework,3357522754,26
358,Companhia de Locação das Américas,Car Rental,Brasil,Brasília,Volume Rebate Agreement,3579893841,914
359,Enel Chile,Energy & Utilities,Chile,Valparaíso,Framework Agreement,3880200576,87
360,Ancap,Energy & Utilities,Uruguay,Paysandú,Framework Agreement,1810850144,23
361,Transportes Furlong,Logistics & Transport,Argentina,La Plata,Spot Quote,815961234,31
362,Bavaria,Food & Beverage,Colombia,Cartagena,RFP,151460019,173
363,Ancap,Energy & Utilities,Uruguay,Las Piedras,Public Tender,442811930,95
364,Andreani,Logistics & Transport,Argentina,La Plata,Fleet Contract,3426658460,303
365,Backus,Food & Beverage,Perú,Iquitos,Annual Framework,2821384216,38
366,Ancap,Energy & Utilities,Uruguay,Las Piedras,Framework Agreement,3800436535,48
367,Mercado Libre,E-commerce & Retail,Argentina,Buenos Aires,Direct Negotiation,3583029310,253
368,Transportes Vigía,Logistics & Transport,Colombia,Cartagena,RFP,1715811429,8
369,Mirtrans,Logistics & Transport,Uruguay,Ciudad de la Costa,Fleet Contract,1352353170,10
370,YPF,Energy & Utilities,Argentina,Mendoza,Public Tender,3958394608,39
371,Conaprole,Food & Beverage,Uruguay,Montevidéu,RFP,2866932107,47
372,Bavaria,Food & Beverage,Colombia,Cali,Annual Framework,4150061936,277
373,Companhia de Locação das Américas,Car Rental,Brasil,Salvador,Direct Negotiation,184840035,1043
374,Falabella,E-commerce & Retail,Chile,Antofagasta,Online Reverse Auction,1894046147,24
375,Transportes Cruz del Sur,Logistics & Transport,Perú,Arequipa,Fleet Contract,3651922436,42
376,Conaprole,Food & Beverage,Uruguay,Salto,RFP,1755256909,34
377,Bavaria,Food & Beverage,Colombia,Cartagena,Annual Framework,3531006229,179
378,Transportes Cruz del Sur,Logistics & Transport,Perú,Lima,Spot Quote,678472755,12
379,Ute,Energy & Utilities,Uruguay,Salto,Framework Agreement,1749727517,100
380,Movida,Car Rental,Brasil,Brasília,Direct Negotiation,2607604738,1068
381,Conaprole,Food & Beverage,Uruguay,Ciudad de la Costa,Annual Framework,4257931496,14
382,Transportes Vigía,Logistics & Transport,Colombia,Cartagena,Spot Quote,4817915960,44
383,Transportes Cruz del Sur,Logistics & Transport,Perú,Trujillo,Fleet Contract,2689235760,25
384,Tigo Paraguay,Telecommunications,Paraguai,Capiatá,Spot Quote,719267801,25
385,Localiza,Car Rental,Brasil,São Paulo,Quarterly Bid,3724492562,981
386,Movida,Car Rental,Brasil,Rio de Janeiro,Quarterly Bid,4367470096,567
387,Cimportex,E-commerce & Retail,Paraguai,Assunção,Online Reverse Auction,2063314251,8
388,Transportes Cruz del Sur,Logistics & Transport,Perú,Chiclayo,Fleet Contract,669763663,31
389,Conaprole,Food & Beverage,Uruguay,Salto,Direct Negotiation,2265898783,24
390,Ransa,Logistics & Transport,Perú,Arequipa,Spot Quote,4261950632,195
391,Companhia de Locação das Américas,Car Rental,Brasil,Salvador,Quarterly Bid,1223372460,1012
392,Backus,Food & Beverage,Perú,Lima,Direct Negotiation,1083015569,42
393,Movida,Car Rental,Brasil,Salvador,Direct Negotiation,773476868,908
394,Bavaria,Food & Beverage,Colombia,Bogotá,Annual Framework,4978877053,266
395,Ute,Energy & Utilities,Uruguay,Montevidéu,RFP,903488982,99
396,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,Assunção,Fleet Contract,2621452364,7
397,Agrosuper,Food & Beverage,Chile,Valparaíso,Annual Framework,4398688506,19
398,Conaprole,Food & Beverage,Uruguay,Las Piedras,RFP,2660918603,16
399,Falabella,E-commerce & Retail,Chile,Santiago,Direct Negotiation,2395832314,27
400,Alicorp,Food & Beverage,Perú,Iquitos,Annual Framework,609148697,22
401,CMPC,Industrial & Equipment,Chile,Antofagasta,RFP,1989227039,52
402,Transportes Cruz del Sur,Logistics & Transport,Perú,Iquitos,RFP,2143909659,20
403,Localiza,Car Rental,Brasil,Salvador,Direct Negotiation,2842619724,595
404,Grupo Nutresa,Food & Beverage,Colombia,Cali,Annual Framework,2261928224,21
405,Transportes Furlong,Logistics & Transport,Argentina,Mendoza,RFP,4778693066,25
406,Mirtrans,Logistics & Transport,Uruguay,Ciudad de la Costa,Spot Quote,1270551273,43
407,Grupo Nutresa,Food & Beverage,Colombia,Cartagena,Annual Framework,4855652602,38
408,Ambev,Food & Beverage,Brasil,Fortaleza,Annual Framework,3391785628,330
409,Alicorp,Food & Beverage,Perú,Trujillo,RFP,4951094630,21
410,Backus,Food & Beverage,Perú,Arequipa,RFP,3111387986,34
411,Servientrega,Logistics & Transport,Colombia,Barranquilla,RFP,1833393632,229
412,Frigorífico Concepción,Food & Beverage,Paraguai,Ciudad del Este,Annual Framework,705800182,19
413,Agrosuper,Food & Beverage,Chile,Concepción,RFP,3009403266,45
414,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,Ciudad del Este,Fleet Contract,4110638854,37
415,CMPC,Industrial & Equipment,Chile,Santiago,Framework Agreement,2419631708,73
416,Transportes Furlong,Logistics & Transport,Argentina,La Plata,Fleet Contract,4769757230,36
417,YPF,Energy & Utilities,Argentina,Buenos Aires,Framework Agreement,394211018,61
418,YPF,Energy & Utilities,Argentina,Córdoba,RFP,4599114361,65
419,CMPC,Industrial & Equipment,Chile,Santiago,Public Tender,4844298612,47
420,Cimportex,E-commerce & Retail,Paraguai,San Lorenzo,Direct Negotiation,3612530107,32
421,Enel Chile,Energy & Utilities,Chile,Antofagasta,RFP,3573889117,82
422,Andreani,Logistics & Transport,Argentina,La Plata,RFP,2184078053,407
423,Tigo Paraguay,Telecommunications,Paraguai,Capiatá,Online Reverse Auction,3527530889,9
424,Mirtrans,Logistics & Transport,Uruguay,Paysandú,Fleet Contract,3546622065,38
425,Alicorp,Food & Beverage,Perú,Chiclayo,RFP,703607815,16
426,Cimportex,E-commerce & Retail,Paraguai,Capiatá,Spot Quote,4179423571,50
427,Falabella,E-commerce & Retail,Chile,Valparaíso,Online Reverse Auction,348651410,24
428,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,Assunção,RFP,1307162528,13
429,Falabella,E-commerce & Retail,Chile,Antofagasta,Direct Negotiation,1516299636,35
430,Ambev,Food & Beverage,Brasil,São Paulo,RFP,2813287791,263
431,Movida,Car Rental,Brasil,Rio de Janeiro,Volume Rebate Agreement,1439065751,1159
432,JSL Logística,Logistics & Transport,Brasil,Rio de Janeiro,Fleet Contract,1947738209,726
433,Localiza,Car Rental,Brasil,Rio de Janeiro,Volume Rebate Agreement,3414754368,707
434,Bavaria,Food & Beverage,Colombia,Barranquilla,Direct Negotiation,3605579448,199
435,Transportes Furlong,Logistics & Transport,Argentina,La Plata,Fleet Contract,3503258476,47
436,Mercado Libre,E-commerce & Retail,Argentina,Córdoba,Spot Quote,2801783755,409
437,Conaprole,Food & Beverage,Uruguay,Salto,RFP,4259462299,15
438,Falabella,E-commerce & Retail,Chile,Valparaíso,Direct Negotiation,1291518895,6
439,Pagnifique,Food & Beverage,Uruguay,Las Piedras,Annual Framework,909350001,46
440,Cervecería Quilmes,Food & Beverage,Argentina,Rosário,RFP,3327272913,42
441,Tigo Paraguay,Telecommunications,Paraguai,San Lorenzo,Online Reverse Auction,4590063105,26
442,Cervecería Quilmes,Food & Beverage,Argentina,Buenos Aires,Annual Framework,2001746568,49
443,Mercado Libre,E-commerce & Retail,Argentina,Mendoza,Direct Negotiation,3886770028,320
444,Ferreyros,Industrial & Equipment,Perú,Chiclayo,Framework Agreement,2761383174,69
445,Backus,Food & Beverage,Perú,Trujillo,Direct Negotiation,1454997236,19
446,Conaprole,Food & Beverage,Uruguay,Paysandú,RFP,105011107,11
447,Pagnifique,Food & Beverage,Uruguay,Montevidéu,RFP,1669579458,41
448,Conaprole,Food & Beverage,Uruguay,Paysandú,RFP,1162186533,34
449,Conaprole,Food & Beverage,Uruguay,Ciudad de la Costa,Direct Negotiation,1054504798,24
450,Ancap,Energy & Utilities,Uruguay,Montevidéu,Public Tender,4173762979,87
451,Mirtrans,Logistics & Transport,Uruguay,Ciudad de la Costa,Fleet Contract,1178935662,29
452,Mercado Libre,E-commerce & Retail,Argentina,Rosário,Spot Quote,1463260338,233
453,Companhia de Locação das Américas,Car Rental,Brasil,Brasília,Volume Rebate Agreement,2670487492,787
454,Turbus,B2B Services,Chile,Santiago,Standard Bid,2136888148,14
455,Agrosuper,Food & Beverage,Chile,Antofagasta,RFP,1642429573,17
456,Transportes Vigía,Logistics & Transport,Colombia,Medellín,Fleet Contract,3930237702,35
457,JSL Logística,Logistics & Transport,Brasil,Brasília,RFP,590352108,1105
458,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,Assunção,RFP,4126281837,23
459,Grupo Nutresa,Food & Beverage,Colombia,Barranquilla,Annual Framework,397007973,32
460,Ferreyros,Industrial & Equipment,Perú,Arequipa,Public Tender,3130904017,39
461,Transportes Vigía,Logistics & Transport,Colombia,Cali,RFP,3550881040,44
462,CMPC,Industrial & Equipment,Chile,Valparaíso,Framework Agreement,2955197501,84
463,Pagnifique,Food & Beverage,Uruguay,Las Piedras,Direct Negotiation,4401691049,21
464,Alquería,Food & Beverage,Colombia,Medellín,RFP,286604447,38
465,Alicorp,Food & Beverage,Perú,Lima,Direct Negotiation,1202870340,40
466,Enel Chile,Energy & Utilities,Chile,Antofagasta,RFP,667597544,20
467,CMPC,Industrial & Equipment,Chile,La Serena,RFP,2853013289,93
468,Ambev,Food & Beverage,Brasil,Salvador,Direct Negotiation,3066782130,196
469,Alquería,Food & Beverage,Colombia,Barranquilla,RFP,3243848827,35
470,Alicorp,Food & Beverage,Perú,Trujillo,Annual Framework,4162245668,37
471,Mercado Libre,E-commerce & Retail,Argentina,Córdoba,Online Reverse Auction,3858070057,302
472,Ransa,Logistics & Transport,Perú,Arequipa,Spot Quote,927132553,336
473,Servientrega,Logistics & Transport,Colombia,Bogotá,Fleet Contract,1394316817,202
474,Movida,Car Rental,Brasil,Rio de Janeiro,Direct Negotiation,276724281,852
475,YPF,Energy & Utilities,Argentina,Córdoba,Framework Agreement,3345658507,20
476,Ute,Energy & Utilities,Uruguay,Montevidéu,RFP,4894595529,41
477,Ambev,Food & Beverage,Brasil,São Paulo,Direct Negotiation,3825566520,342
478,Ancap,Energy & Utilities,Uruguay,Ciudad de la Costa,Framework Agreement,3604653770,99
479,Cervepar,Food & Beverage,Paraguai,San Lorenzo,Annual Framework,3733588634,8
480,Ransa,Logistics & Transport,Perú,Iquitos,RFP,258206062,254
481,Cervecería Quilmes,Food & Beverage,Argentina,Rosário,RFP,1842860393,37
482,Ferreyros,Industrial & Equipment,Perú,Iquitos,Public Tender,1379498738,46
483,Cervepar,Food & Beverage,Paraguai,Capiatá,Direct Negotiation,1839246321,11
484,Cervepar,Food & Beverage,Paraguai,Ciudad del Este,Annual Framework,4398059793,50
485,Ambev,Food & Beverage,Brasil,Salvador,Direct Negotiation,4628768439,374
486,Transportes Furlong,Logistics & Transport,Argentina,Buenos Aires,RFP,4195280087,41
487,YPF,Energy & Utilities,Argentina,Mendoza,Framework Agreement,2088506042,71
488,Alquería,Food & Beverage,Colombia,Bogotá,Direct Negotiation,2298208757,44
489,Frigorífico Concepción,Food & Beverage,Paraguai,Luque,Annual Framework,2666261009,19
490,Conaprole,Food & Beverage,Uruguay,Paysandú,RFP,123117702,27
491,Cimportex,E-commerce & Retail,Paraguai,San Lorenzo,Spot Quote,143221937,17
492,Mirtrans,Logistics & Transport,Uruguay,Ciudad de la Costa,Spot Quote,3810431889,47
493,YPF,Energy & Utilities,Argentina,Buenos Aires,RFP,3131039244,57
494,Falabella,E-commerce & Retail,Chile,La Serena,Direct Negotiation,2004027423,37
495,Mercado Libre,E-commerce & Retail,Argentina,Córdoba,Online Reverse Auction,682117211,162
496,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,Assunção,Spot Quote,4923428445,14
497,Andreani,Logistics & Transport,Argentina,La Plata,RFP,654633580,326
498,Mercado Libre,E-commerce & Retail,Argentina,Rosário,Spot Quote,4525048066,323
499,Frigorífico Concepción,Food & Beverage,Paraguai,San Lorenzo,RFP,920809284,9
500,Alquería,Food & Beverage,Colombia,Medellín,Annual Framework,835931458,42
501,JSL Logística,Logistics & Transport,Brasil,Brasília,Spot Quote,1726060381,929
502,Frigorífico Concepción,Food & Beverage,Paraguai,Assunção,Annual Framework,2088971470,38
503,Transportes Vigía,Logistics & Transport,Colombia,Cali,Spot Quote,3531287470,45
504,Ransa,Logistics & Transport,Perú,Arequipa,Fleet Contract,271348504,249
505,Localiza,Car Rental,Brasil,Fortaleza,Volume Rebate Agreement,1316343445,766
506,Falabella,E-commerce & Retail,Chile,Santiago,Direct Negotiation,4376945213,37
507,Cervepar,Food & Beverage,Paraguai,Assunção,Annual Framework,3993578967,21
508,Alicorp,Food & Beverage,Perú,Chiclayo,RFP,1500808697,5
509,Transportes Vigía,Logistics & Transport,Colombia,Cali,RFP,831197348,20
510,Ambev,Food & Beverage,Brasil,Brasília,RFP,1997427399,409
511,CMPC,Industrial & Equipment,Chile,La Serena,Framework Agreement,1772126366,20
512,Transportes Furlong,Logistics & Transport,Argentina,La Plata,RFP,2840709954,48
513,JSL Logística,Logistics & Transport,Brasil,São Paulo,Spot Quote,1175750522,708
514,Tigo Paraguay,Telecommunications,Paraguai,Capiatá,Online Reverse Auction,1396971206,49
515,Enel Chile,Energy & Utilities,Chile,Concepción,Framework Agreement,930802079,92
516,Ambev,Food & Beverage,Brasil,Rio de Janeiro,RFP,2536783626,220
517,JSL Logística,Logistics & Transport,Brasil,Rio de Janeiro,Spot Quote,871124660,552
518,Alquería,Food & Beverage,Colombia,Medellín,Direct Negotiation,3701340784,37
519,Conaprole,Food & Beverage,Uruguay,Salto,Annual Framework,3053404873,43
520,Backus,Food & Beverage,Perú,Arequipa,Direct Negotiation,2928537134,38
521,Transportes Vigía,Logistics & Transport,Colombia,Bogotá,Fleet Contract,878576867,35
522,Backus,Food & Beverage,Perú,Iquitos,RFP,4921914041,36
523,JSL Logística,Logistics & Transport,Brasil,Fortaleza,Fleet Contract,3895174777,594
524,Grupo Nutresa,Food & Beverage,Colombia,Medellín,RFP,4289273425,30
525,Pagnifique,Food & Beverage,Uruguay,Salto,Direct Negotiation,3814227356,15
526,Transportes Furlong,Logistics & Transport,Argentina,La Plata,Fleet Contract,2462690037,27
527,Mirtrans,Logistics & Transport,Uruguay,Montevidéu,RFP,146266810,17
528,Servientrega,Logistics & Transport,Colombia,Bogotá,Fleet Contract,3369281117,424
529,Ancap,Energy & Utilities,Uruguay,Ciudad de la Costa,Public Tender,2001130403,26
530,Agrosuper,Food & Beverage,Chile,Santiago,Direct Negotiation,2046877306,36
531,Mirtrans,Logistics & Transport,Uruguay,Montevidéu,Spot Quote,553250767,22
532,Companhia de Locação das Américas,Car Rental,Brasil,São Paulo,Quarterly Bid,3070197386,947
533,Falabella,E-commerce & Retail,Chile,Antofagasta,Online Reverse Auction,1153550171,28
534,Agrosuper,Food & Beverage,Chile,Santiago,Direct Negotiation,3025954553,16
535,Alquería,Food & Beverage,Colombia,Cali,RFP,3938790163,6
536,Movida,Car Rental,Brasil,Fortaleza,Volume Rebate Agreement,4523639342,679
537,Ambev,Food & Beverage,Brasil,Fortaleza,RFP,4628435640,217
538,Tigo Paraguay,Telecommunications,Paraguai,Ciudad del Este,Direct Negotiation,2702851933,32
539,Cimportex,E-commerce & Retail,Paraguai,Luque,Spot Quote,2867196128,40
540,Ferreyros,Industrial & Equipment,Perú,Lima,Framework Agreement,3691866635,38
541,Alicorp,Food & Beverage,Perú,Trujillo,RFP,3835174720,17
542,Bavaria,Food & Beverage,Colombia,Medellín,Direct Negotiation,1868420670,347
543,Transportes Vigía,Logistics & Transport,Colombia,Cartagena,RFP,3164895345,40
544,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,San Lorenzo,RFP,2657265427,49
545,Transportes Furlong,Logistics & Transport,Argentina,Rosário,Spot Quote,4658960743,13
546,Cimportex,E-commerce & Retail,Paraguai,San Lorenzo,Spot Quote,4007556357,14
547,Alquería,Food & Beverage,Colombia,Bogotá,Direct Negotiation,3255470649,6
548,Falabella,E-commerce & Retail,Chile,La Serena,Direct Negotiation,4725864696,40
549,Alquería,Food & Beverage,Colombia,Medellín,Direct Negotiation,231694426,14
550,Transportes Vigía,Logistics & Transport,Colombia,Cali,Fleet Contract,4735706286,7
551,Grupo Nutresa,Food & Beverage,Colombia,Bogotá,Annual Framework,3186485268,7
552,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,Assunção,Spot Quote,4577462505,23
553,Cervecería Quilmes,Food & Beverage,Argentina,Mendoza,RFP,4627417432,12
554,Ancap,Energy & Utilities,Uruguay,Paysandú,RFP,1500881898,45
555,Cervepar,Food & Beverage,Paraguai,Ciudad del Este,Annual Framework,1347685232,43
556,Transportes Furlong,Logistics & Transport,Argentina,Buenos Aires,Spot Quote,2829929726,5
557,Bavaria,Food & Beverage,Colombia,Cartagena,RFP,348408248,437
558,Alquería,Food & Beverage,Colombia,Cartagena,RFP,4279383217,49
559,Falabella,E-commerce & Retail,Chile,Concepción,Spot Quote,1133100750,32
560,Servientrega,Logistics & Transport,Colombia,Cali,Spot Quote,587295672,345
561,Cervepar,Food & Beverage,Paraguai,Assunção,Direct Negotiation,3443404467,26
562,Agrosuper,Food & Beverage,Chile,Santiago,Annual Framework,3798058392,16
563,Enel Chile,Energy & Utilities,Chile,La Serena,Public Tender,2908252869,21
564,Pagnifique,Food & Beverage,Uruguay,Salto,Direct Negotiation,2184731319,34
565,Tigo Paraguay,Telecommunications,Paraguai,Ciudad del Este,Spot Quote,1045233445,36
566,Transportes Furlong,Logistics & Transport,Argentina,La Plata,RFP,3892677720,18
567,Ute,Energy & Utilities,Uruguay,Las Piedras,Public Tender,1292328143,78
568,Grupo Nutresa,Food & Beverage,Colombia,Bogotá,Annual Framework,978346103,20
569,Cimportex,E-commerce & Retail,Paraguai,Assunção,Spot Quote,146772652,12
570,Cimportex,E-commerce & Retail,Paraguai,Ciudad del Este,Online Reverse Auction,593746195,47
571,Transportes Cruz del Sur,Logistics & Transport,Perú,Lima,Fleet Contract,3126153022,14
572,Backus,Food & Beverage,Perú,Arequipa,Annual Framework,354598988,11
573,Transportes Furlong,Logistics & Transport,Argentina,Rosário,Fleet Contract,3064079301,43
574,Ferreyros,Industrial & Equipment,Perú,Arequipa,Public Tender,1083507172,50
575,Cervecería Quilmes,Food & Beverage,Argentina,Buenos Aires,Direct Negotiation,1609119322,20
576,Turbus,B2B Services,Chile,Antofagasta,RFP,4648457355,48
577,Ambev,Food & Beverage,Brasil,Brasília,RFP,4228975449,276
578,Ambev,Food & Beverage,Brasil,São Paulo,Direct Negotiation,704427791,313
579,Enel Chile,Energy & Utilities,Chile,Valparaíso,RFP,2940098360,78
580,CMPC,Industrial & Equipment,Chile,La Serena,Public Tender,1361096710,70
581,Mirtrans,Logistics & Transport,Uruguay,Ciudad de la Costa,RFP,3796736007,39
582,Falabella,E-commerce & Retail,Chile,La Serena,Direct Negotiation,3243573729,42
583,Falabella,E-commerce & Retail,Chile,Antofagasta,Direct Negotiation,2582301487,41
584,Turbus,B2B Services,Chile,Antofagasta,Standard Bid,4563477892,11
585,Falabella,E-commerce & Retail,Chile,Valparaíso,Direct Negotiation,4515297002,19
586,Backus,Food & Beverage,Perú,Trujillo,RFP,4864793154,37
587,Pagnifique,Food & Beverage,Uruguay,Montevidéu,RFP,4716013134,32
588,Falabella,E-commerce & Retail,Chile,Concepción,Online Reverse Auction,857190521,48
589,Cervecería Quilmes,Food & Beverage,Argentina,Córdoba,Direct Negotiation,4572015189,12
590,Alquería,Food & Beverage,Colombia,Barranquilla,RFP,443220515,10
591,Transportes Vigía,Logistics & Transport,Colombia,Bogotá,Fleet Contract,4904925715,44
592,Servientrega,Logistics & Transport,Colombia,Cali,Spot Quote,2917638460,197
593,Cimportex,E-commerce & Retail,Paraguai,Luque,Online Reverse Auction,859869437,23
594,Transportes Vigía,Logistics & Transport,Colombia,Cali,RFP,4360301638,42
595,Cervepar,Food & Beverage,Paraguai,Luque,Direct Negotiation,4690501669,19
596,Ransa,Logistics & Transport,Perú,Iquitos,Spot Quote,2578548204,273
597,Tigo Paraguay,Telecommunications,Paraguai,Capiatá,Spot Quote,681111067,12
598,Transportes Vigía,Logistics & Transport,Colombia,Barranquilla,RFP,4368382788,36
599,Cervecería Quilmes,Food & Beverage,Argentina,Buenos Aires,RFP,471232228,44
600,Bavaria,Food & Beverage,Colombia,Medellín,Direct Negotiation,2118943142,393
601,Ancap,Energy & Utilities,Uruguay,Las Piedras,Framework Agreement,1093843573,74
602,Mercado Libre,E-commerce & Retail,Argentina,Buenos Aires,Online Reverse Auction,1852899101,320
603,Mercado Libre,E-commerce & Retail,Argentina,Rosário,Direct Negotiation,1393246513,211
604,Companhia de Locação das Américas,Car Rental,Brasil,Brasília,Volume Rebate Agreement,1604488713,719
605,Servientrega,Logistics & Transport,Colombia,Bogotá,Fleet Contract,3281841624,372
606,Ferreyros,Industrial & Equipment,Perú,Trujillo,Public Tender,510267173,68
607,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,Capiatá,RFP,531670756,11
608,CMPC,Industrial & Equipment,Chile,Valparaíso,Public Tender,1842901122,79
609,Mirtrans,Logistics & Transport,Uruguay,Salto,RFP,361917264,40
610,Alquería,Food & Beverage,Colombia,Barranquilla,Annual Framework,1161572205,7
611,Alquería,Food & Beverage,Colombia,Cartagena,Annual Framework,1541113075,10
612,Enel Chile,Energy & Utilities,Chile,Concepción,Framework Agreement,2389865891,93
613,JSL Logística,Logistics & Transport,Brasil,Fortaleza,RFP,4024662761,979
614,Conaprole,Food & Beverage,Uruguay,Salto,RFP,3604960325,6
615,Ransa,Logistics & Transport,Perú,Lima,RFP,3722349986,166
616,CMPC,Industrial & Equipment,Chile,Valparaíso,Framework Agreement,478318854,81
617,Conaprole,Food & Beverage,Uruguay,Las Piedras,Annual Framework,3361971155,16
618,Mirtrans,Logistics & Transport,Uruguay,Ciudad de la Costa,Spot Quote,2038877739,31
619,Pagnifique,Food & Beverage,Uruguay,Paysandú,Direct Negotiation,4823341084,20
620,Enel Chile,Energy & Utilities,Chile,Santiago,Public Tender,342434300,90
621,Cimportex,E-commerce & Retail,Paraguai,Luque,Spot Quote,3495895498,12
622,Enel Chile,Energy & Utilities,Chile,Santiago,RFP,1864831143,92
623,Localiza,Car Rental,Brasil,Brasília,Direct Negotiation,2897029276,866
624,Mirtrans,Logistics & Transport,Uruguay,Paysandú,RFP,3276651843,17
625,Alquería,Food & Beverage,Colombia,Bogotá,Annual Framework,3146322435,48
626,Ambev,Food & Beverage,Brasil,Brasília,Annual Framework,3503828543,256
627,Ancap,Energy & Utilities,Uruguay,Ciudad de la Costa,RFP,1332854854,36
628,Cervepar,Food & Beverage,Paraguai,Assunção,Direct Negotiation,1545831294,13
629,Frigorífico Concepción,Food & Beverage,Paraguai,San Lorenzo,Direct Negotiation,3368239130,35
630,Bavaria,Food & Beverage,Colombia,Barranquilla,Direct Negotiation,4634790798,389
631,Transportes Furlong,Logistics & Transport,Argentina,La Plata,RFP,4589776795,34
632,Grupo Nutresa,Food & Beverage,Colombia,Cali,Annual Framework,3386295550,23
633,Companhia de Locação das Américas,Car Rental,Brasil,Rio de Janeiro,Direct Negotiation,4246295808,1191
634,Enel Chile,Energy & Utilities,Chile,Santiago,Framework Agreement,4366358407,24
635,Ute,Energy & Utilities,Uruguay,Paysandú,Public Tender,3638185879,86
636,Alquería,Food & Beverage,Colombia,Bogotá,Annual Framework,2230521259,48
637,Enel Chile,Energy & Utilities,Chile,Santiago,Public Tender,1881071978,77
638,Transportes Furlong,Logistics & Transport,Argentina,Rosário,RFP,4091412919,36
639,Alicorp,Food & Beverage,Perú,Lima,Annual Framework,1526534467,10
640,Servientrega,Logistics & Transport,Colombia,Cali,Fleet Contract,424463227,227
641,Pagnifique,Food & Beverage,Uruguay,Salto,Annual Framework,2513694854,12
642,Frigorífico Concepción,Food & Beverage,Paraguai,Assunção,Direct Negotiation,1979328430,26
643,CMPC,Industrial & Equipment,Chile,Concepción,Public Tender,1937220587,97
644,Movida,Car Rental,Brasil,Rio de Janeiro,Direct Negotiation,1107854625,587
645,Grupo Nutresa,Food & Beverage,Colombia,Medellín,RFP,3756901889,40
646,Conaprole,Food & Beverage,Uruguay,Paysandú,Annual Framework,1708589533,42
647,Ambev,Food & Beverage,Brasil,Brasília,Direct Negotiation,4671558313,234
648,Falabella,E-commerce & Retail,Chile,Antofagasta,Direct Negotiation,1387434857,42
649,Cimportex,E-commerce & Retail,Paraguai,Luque,Direct Negotiation,3924475564,39
650,Ransa,Logistics & Transport,Perú,Lima,RFP,2068799277,420
651,Cimportex,E-commerce & Retail,Paraguai,Luque,Online Reverse Auction,1440730461,35
652,Cimportex,E-commerce & Retail,Paraguai,Capiatá,Direct Negotiation,587096220,27
653,Turbus,B2B Services,Chile,Concepción,RFP,2140211357,47
